Date,LandAverageTemperature,LandAndOceanAverageTemperature
1931-08,14.12,16.887
1931-09,12.283,16.294
1931-10,9.937,15.448
1931-11,6.242999999999999,14.317
1931-12,4.027,13.711
1932-01,3.604,13.687
1932-02,2.989,13.658
1932-03,4.94,14.252
1932-04,8.769,15.335
1932-05,11.239,16.018
1932-06,13.383,16.504
1932-07,14.372,16.846
1932-08,13.74,16.68
1932-09,12.31,16.262999999999998
1932-10,9.682,15.28
1932-11,5.908,14.175
1932-12,3.527,13.558
1933-01,2.169,13.26
1933-02,2.657,13.505999999999998
1933-03,4.869,14.130999999999998
1933-04,8.125,15.043
1933-05,11.047,15.823
1933-06,13.11,16.337
1933-07,14.236,16.704
1933-08,13.76,16.701
1933-09,11.854,16.024
1933-10,9.238,15.143
1933-11,5.89,14.130999999999998
1933-12,3.104,13.352
1934-01,2.476,13.276
1934-02,3.699,13.701
1934-03,4.8180000000000005,14.072
1934-04,8.016,15.02
1934-05,11.478,15.951
1934-06,13.402,16.578000000000007
1934-07,14.343,16.851
1934-08,13.778,16.740000000000002
1934-09,11.727,16.128
1934-10,9.421,15.332
1934-11,6.397,14.412
1934-12,3.985,13.673
1935-01,2.1750000000000003,13.299
1935-02,4.125,13.857
1935-03,5.399,14.269
1935-04,7.770999999999999,15.013
1935-05,10.906,15.848
1935-06,13.326,16.504
1935-07,14.331,16.848
1935-08,13.775,16.715
1935-09,11.999,16.143
1935-10,9.516,15.311
1935-11,5.443,14.069
1935-12,3.423,13.55
1936-01,2.249,13.26
1936-02,2.506,13.533
1936-03,5.031000000000001,14.206
1936-04,8.126999999999999,15.089
1936-05,11.251,15.935
1936-06,13.363,16.524
1936-07,14.629,16.928
1936-08,13.86,16.811
1936-09,12.021,16.191
1936-10,9.457,15.412
1936-11,6.2330000000000005,14.338
1936-12,3.921,13.767
1937-01,2.4530000000000003,13.417
1937-02,3.553,13.904000000000002
1937-03,4.851,14.276
1937-04,8.139999999999999,15.228
1937-05,11.422,16.051
1937-06,13.603,16.679000000000002
1937-07,14.375,17.054000000000002
1937-08,14.007,16.941
1937-09,12.412999999999998,16.402
1937-10,9.729,15.523
1937-11,6.356,14.447
1937-12,3.478,13.684
1938-01,2.91,13.595999999999998
1938-02,3.417,13.827
1938-03,5.651,14.491
1938-04,8.913,15.363
1938-05,11.456,16.000999999999998
1938-06,13.321,16.607000000000006
1938-07,14.482,16.871
1938-08,13.963,16.904
1938-09,12.427,16.367
1938-10,9.784,15.526
1938-11,6.53,14.408
1938-12,3.51,13.556
1939-01,2.932,13.537999999999998
1939-02,3.232,13.757
1939-03,4.926,14.273
1939-04,8.328,15.296
1939-05,11.524,16.174
1939-06,13.531,16.712
1939-07,14.395,16.988
1939-08,13.932,16.892
1939-09,11.957999999999998,16.3
1939-10,9.218,15.232
1939-11,6.189,14.379
1939-12,4.959,14.087
1940-01,2.335,13.576
1940-02,3.423,13.932
1940-03,5.424,14.48
1940-04,8.756,15.452
1940-05,11.338,16.08
1940-06,13.583,16.725
1940-07,14.571,17.123
1940-08,13.811,16.945999999999998
1940-09,12.268,16.43
1940-10,9.457,15.384
1940-11,6.0760000000000005,14.377
1940-12,4.134,13.96
1941-01,2.7350000000000003,13.622
1941-02,3.67,13.946000000000002
1941-03,5.212999999999999,14.425
1941-04,8.575,15.407
1941-05,11.493,16.152
1941-06,13.63,16.753
1941-07,14.694,17.131
1941-08,14.028,16.915
1941-09,11.816,16.19
1941-10,9.71,15.629
1941-11,5.952999999999999,14.475
1941-12,3.707,13.970999999999998
1942-01,3.103,13.821
1942-02,2.857,13.773
1942-03,5.308,14.538
1942-04,8.415999999999999,15.307
1942-05,11.338,16.147000000000002
1942-06,13.578,16.729000000000006
1942-07,14.242,16.902
1942-08,13.786,16.766000000000002
1942-09,12.146,16.265
1942-10,9.627,15.358
1942-11,6.3950000000000005,14.425999999999998
1942-12,3.945,13.872
1943-01,2.396,13.522
1943-02,3.513,13.939
1943-03,5.138,14.371
1943-04,8.638,15.335
1943-05,11.485,16.123
1943-06,13.161,16.596
1943-07,14.46,16.95
1943-08,13.774,16.912
1943-09,12.095999999999998,16.285
1943-10,9.907,15.62
1943-11,6.26,14.53
1943-12,4.2330000000000005,13.957
1944-01,3.504,13.819
1944-02,3.591,14.023
1944-03,5.531000000000001,14.632
1944-04,8.434,15.432
1944-05,11.334,16.212
1944-06,13.478,16.772000000000002
1944-07,14.468,17.119
1944-08,14.017,17.117
1944-09,12.45,16.472
1944-10,9.808,15.623
1944-11,6.091,14.401
1944-12,3.434,13.767
1945-01,2.525,13.586
1945-02,2.6460000000000004,13.747
1945-03,5.184,14.462
1945-04,8.681000000000001,15.431
1945-05,11.097,16.064
1945-06,13.328,16.660999999999998
1945-07,14.213,16.910999999999998
1945-08,14.313,17.105999999999998
1945-09,12.225,16.358
1945-10,9.575,15.574000000000002
1945-11,6.073,14.453
1945-12,3.158,13.616
1946-01,2.979,13.638
1946-02,3.4610000000000003,13.816
1946-03,5.236000000000001,14.514
1946-04,8.837,15.441
1946-05,11.355,15.994000000000002
1946-06,13.298,16.512999999999998
1946-07,14.409,16.944000000000003
1946-08,13.834,16.717000000000002
1946-09,12.064,16.252
1946-10,9.281,15.437
1946-11,6.235,14.359000000000002
1946-12,3.134,13.528
1947-01,2.597,13.532
1947-02,3.277,13.832
1947-03,5.801,14.54
1947-04,8.686,15.373
1947-05,11.329,16.089000000000002
1947-06,13.459,16.701
1947-07,14.349,16.973
1947-08,13.827,16.804000000000002
1947-09,12.166,16.261
1947-10,10.011,15.49
1947-11,6.407,14.435
1947-12,3.656,13.692
1948-01,3.366,13.666
1948-02,3.22,13.692
1948-03,4.9190000000000005,14.284
1948-04,8.498999999999999,15.265999999999998
1948-05,11.537,16.173
1948-06,13.664,16.742
1948-07,14.445,16.938
1948-08,13.896,16.902
1948-09,12.155,16.243
1948-10,9.584,15.389
1948-11,6.1850000000000005,14.299
1948-12,3.491,13.54
1949-01,3.2190000000000003,13.704
1949-02,2.759,13.686
1949-03,5.077,14.322
1949-04,8.344,15.312
1949-05,11.309,16.063
1949-06,13.223,16.467000000000002
1949-07,14.199000000000002,16.807000000000002
1949-08,13.826,16.796
1949-09,11.957,16.177
1949-10,9.531,15.375
1949-11,6.148,14.331
1949-12,3.449,13.633
1950-01,2.008,13.311
1950-02,2.721,13.554
1950-03,5.247000000000001,14.296
1950-04,8.123,15.093
1950-05,11.297,16.033
1950-06,13.382,16.66
1950-07,14.14,16.980999999999998
1950-08,13.46,16.730999999999998
1950-09,11.952,16.124000000000002
1950-10,9.153,15.245
1950-11,5.372000000000001,14.06
1950-12,3.528,13.586
1951-01,2.138,13.341
1951-02,2.332,13.488
1951-03,5.091,14.278
1951-04,8.366999999999999,15.198
1951-05,11.438,16.158
1951-06,13.25,16.768
1951-07,14.324000000000002,17.046
1951-08,14.021,17.081
1951-09,12.324000000000002,16.43
1951-10,9.67,15.529000000000002
1951-11,6.2250000000000005,14.422
1951-12,4.327999999999999,13.995
1952-01,3.049,13.762
1952-02,3.3960000000000004,14.009
1952-03,4.9670000000000005,14.373
1952-04,8.461,15.363
1952-05,11.352,16.129
1952-06,13.442,16.750999999999998
1952-07,14.549,17.067999999999998
1952-08,13.964,16.952
1952-09,12.238,16.395
1952-10,9.157,15.434
1952-11,5.425,14.334
1952-12,3.659,13.787
1953-01,2.964,13.642
1953-02,3.629,14.02
1953-03,5.712000000000001,14.561
1953-04,8.892000000000001,15.518
1953-05,11.514,16.266
1953-06,13.612,16.89
1953-07,14.392,17.088
1953-08,14.059,16.985
1953-09,12.199000000000002,16.418
1953-10,9.59,15.470999999999998
1953-11,5.924,14.332
1953-12,3.998,13.862
1954-01,2.059,13.38
1954-02,3.084,13.783
1954-03,5.148,14.385
1954-04,8.158,15.226
1954-05,10.988,15.970999999999998
1954-06,13.4,16.609
1954-07,14.241,16.851
1954-08,13.868,16.816
1954-09,12.098,16.223
1954-10,9.546,15.423
1954-11,6.579,14.48
1954-12,3.559,13.62
1955-01,3.412,13.717
1955-02,3.137,13.718
1955-03,4.585,14.179
1955-04,8.136000000000001,15.119000000000002
1955-05,11.191999999999998,15.882
1955-06,13.56,16.555
1955-07,14.242,16.809
1955-08,14.283,16.899
1955-09,11.954,16.148
1955-10,9.735,15.333
1955-11,5.973,14.211
1955-12,3.306,13.522
1956-01,2.466,13.444
1956-02,2.781,13.626
1956-03,4.888999999999999,14.231
1956-04,7.922000000000001,15.029000000000002
1956-05,10.720999999999998,15.823
1956-06,13.16,16.472
1956-07,14.18,16.830000000000002
1956-08,13.189,16.605
1956-09,11.783,16.088
1956-10,8.927999999999997,15.159
1956-11,5.738,14.261
1956-12,3.5980000000000003,13.704
1957-01,2.488,13.473
1957-02,3.12,13.804
1957-03,5.0360000000000005,14.380999999999998
1957-04,8.366,15.324000000000002
1957-05,11.259,16.215999999999998
1957-06,13.783,16.878
1957-07,14.129,17.034000000000002
1957-08,14.082,17.049
1957-09,12.312,16.38
1957-10,9.496,15.463
1957-11,6.391,14.515999999999998
1957-12,4.327999999999999,13.970999999999998
1958-01,3.5740000000000003,13.880999999999998
1958-02,3.695,14.071000000000002
1958-03,5.452999999999999,14.547
1958-04,8.52,15.359000000000002
1958-05,11.518999999999998,16.18
1958-06,13.187,16.619
1958-07,14.438,17.039
1958-08,13.597,16.832
1958-09,11.845,16.284000000000002
1958-10,9.375,15.437
1958-11,6.26,14.507
1958-12,3.822,13.829
1959-01,2.959,13.636
1959-02,3.33,13.873
1959-03,5.854,14.612
1959-04,8.818999999999997,15.439
1959-05,11.323,16.122
1959-06,13.577,16.776
1959-07,14.449000000000002,17.002
1959-08,13.853,16.908
1959-09,11.946,16.278
1959-10,9.16,15.405
1959-11,5.752000000000001,14.272
1959-12,3.77,13.763
1960-01,2.713,13.553
1960-02,3.798,13.956
1960-03,4.303,14.145
1960-04,8.133,15.19
1960-05,10.872,15.956
1960-06,13.484000000000002,16.67
1960-07,14.198,16.985
1960-08,13.825,16.969
1960-09,12.095,16.382
1960-10,9.497,15.456
1960-11,5.827999999999999,14.313
1960-12,4.259,13.928
1961-01,2.926,13.664
1961-02,3.683,14.058
1961-03,5.589,14.609000000000002
1961-04,8.631,15.444
1961-05,11.624,16.241
1961-06,13.702,16.810000000000002
1961-07,14.288,16.987000000000002
1961-08,13.849,16.917
1961-09,12.247,16.309
1961-10,9.328,15.401
1961-11,6.205,14.437
1961-12,3.5,13.682
1962-01,3.003,13.655
1962-02,3.696,14.003
1962-03,5.53,14.522
1962-04,8.54,15.353
1962-05,11.128,16.041
1962-06,13.427,16.679000000000002
1962-07,14.205,16.952
1962-08,13.713,16.830000000000002
1962-09,12.018,16.246
1962-10,9.468,15.429
1962-11,6.283,14.421
1962-12,3.94,13.776
1963-01,2.901,13.594
1963-02,4.02,14.014
1963-03,5.097,14.357
1963-04,8.173,15.216
1963-05,11.045,16.05
1963-06,13.412,16.675
1963-07,14.505999999999998,17.089000000000002
1963-08,14.309,17.061
1963-09,12.555,16.48
1963-10,9.943,15.587
1963-11,6.561,14.58
1963-12,3.75,13.817
1964-01,2.881,13.595
1964-02,3.028,13.73
1964-03,4.865,14.255999999999998
1964-04,7.922000000000001,15.062
1964-05,10.905,15.856
1964-06,13.459,16.590999999999998
1964-07,14.300999999999998,16.784000000000002
1964-08,13.678,16.634
1964-09,11.604,16.002
1964-10,8.831999999999997,15.171
1964-11,5.9830000000000005,14.202
1964-12,3.458,13.522
1965-01,2.862,13.545
1965-02,3.036,13.698
1965-03,5.182,14.285
1965-04,7.989999999999998,15.095
1965-05,11.222,16.007
1965-06,13.308,16.532
1965-07,14.078,16.762
1965-08,13.807,16.803
1965-09,11.73,16.154
1965-10,9.488,15.406
1965-11,5.86,14.287
1965-12,3.766,13.775
1966-01,2.49,13.495
1966-02,3.29,13.81
1966-03,5.527,14.445
1966-04,8.161,15.254
1966-05,11.2,15.987
1966-06,13.587,16.692999999999998
1966-07,14.569,17.033
1966-08,13.731,16.826
1966-09,12.133,16.273
1966-10,9.153,15.315
1966-11,5.968999999999999,14.362
1966-12,3.382,13.683
1967-01,2.71,13.527
1967-02,2.905,13.688
1967-03,5.396,14.465
1967-04,8.458,15.3
1967-05,11.632,16.279
1967-06,13.194,16.665000000000006
1967-07,14.331,16.97
1967-08,13.821,16.84
1967-09,12.053999999999998,16.244
1967-10,9.809,15.469
1967-11,6.176,14.353
1967-12,3.915,13.73
1968-01,2.353,13.389
1968-02,3.245,13.724
1968-03,6.117000000000001,14.581
1968-04,8.455,15.261
1968-05,11.068,15.99
1968-06,13.204,16.695999999999998
1968-07,14.026,16.887
1968-08,13.524,16.794
1968-09,11.62,16.155
1968-10,9.453,15.481
1968-11,5.891,14.418
1968-12,3.24,13.791
1969-01,1.966,13.518
1969-02,2.45,13.747
1969-03,5.131,14.576
1969-04,8.575999999999999,15.518
1969-05,11.354,16.329
1969-06,13.475,16.830000000000002
1969-07,14.218,16.924
1969-08,13.804,16.945
1969-09,12.048,16.337
1969-10,9.489,15.445
1969-11,6.42,14.524
1969-12,4.21,13.993
1970-01,2.8360000000000003,13.711
1970-02,3.735,14.022
1970-03,5.272,14.503
1970-04,8.603,15.44
1970-05,11.206,16.104
1970-06,13.513,16.672
1970-07,14.395,16.912
1970-08,13.658,16.748
1970-09,12.277,16.335
1970-10,9.348,15.42
1970-11,6.047000000000001,14.418
1970-12,3.5210000000000004,13.707
1971-01,2.967,13.615
1971-02,2.867,13.627
1971-03,5.001,14.254
1971-04,8.338999999999999,15.227
1971-05,11.211,15.963
1971-06,13.099,16.539
1971-07,14.139,16.846
1971-08,13.879,16.752
1971-09,12.139,16.22
1971-10,9.388,15.298
1971-11,6.295,14.399
1971-12,3.867,13.66
1972-01,1.882,13.298
1972-02,2.609,13.644
1972-03,5.287000000000001,14.446
1972-04,8.337,15.291
1972-05,11.155,16.095
1972-06,13.501,16.729000000000006
1972-07,14.231,16.956
1972-08,14.171,16.977999999999998
1972-09,11.901,16.27
1972-10,9.346,15.438
1972-11,5.7970000000000015,14.419
1972-12,3.778,13.951
1973-01,3.0380000000000003,13.774
1973-02,3.898,14.14
1973-03,5.82,14.663
1973-04,8.937999999999997,15.528
1973-05,11.768999999999998,16.288
1973-06,13.824000000000002,16.795
1973-07,14.435,17.002
1973-08,13.869000000000002,16.889
1973-09,12.125,16.267
1973-10,9.609,15.419
1973-11,6.222,14.380999999999998
1973-12,3.832,13.711
1974-01,2.261,13.3
1974-02,2.582,13.49
1974-03,5.19,14.267
1974-04,8.386000000000001,15.182
1974-05,11.198,15.957
1974-06,13.382,16.616
1974-07,14.288,16.846
1974-08,14.015999999999998,16.912
1974-09,11.744000000000002,16.197
1974-10,9.098,15.274
1974-11,5.915,14.32
1974-12,3.55,13.656
1975-01,3.059,13.621
1975-02,3.395,13.857
1975-03,5.706,14.538
1975-04,8.584,15.297
1975-05,11.742,16.136
1975-06,13.557,16.682000000000002
1975-07,14.351,16.877
1975-08,13.514,16.665
1975-09,12.152,16.215999999999998
1975-10,9.318,15.292
1975-11,5.893,14.126
1975-12,3.667,13.557
1976-01,2.884,13.442
1976-02,3.031,13.619000000000002
1976-03,4.517,14.124
1976-04,8.293999999999999,15.135
1976-05,10.941999999999998,15.778
1976-06,13.086,16.448
1976-07,14.155,16.864
1976-08,13.511,16.671
1976-09,11.895,16.185
1976-10,8.511000000000001,15.167
1976-11,5.66,14.299
1976-12,3.681,13.841
1977-01,2.492,13.646999999999998
1977-02,3.471,14.001
1977-03,5.702000000000001,14.639
1977-04,8.85,15.47
1977-05,11.78,16.285999999999998
1977-06,13.876,16.846
1977-07,14.630999999999998,17.047
1977-08,14.09,16.979
1977-09,11.861999999999998,16.312
1977-10,9.156,15.387
1977-11,6.5440000000000005,14.544
1977-12,3.749,13.741
1978-01,2.705,13.587
1978-02,3.4560000000000004,13.904000000000002
1978-03,5.607,14.555
1978-04,8.790999999999999,15.372
1978-05,11.414,16.101
1978-06,13.22,16.601000000000006
1978-07,14.364,16.935
1978-08,13.297,16.623
1978-09,12.03,16.281
1978-10,9.339,15.337
1978-11,6.3500000000000005,14.522
1978-12,3.74,13.793
1979-01,2.6790000000000003,13.63
1979-02,2.841,13.768
1979-03,5.474,14.565
1979-04,8.455,15.390999999999998
1979-05,11.199000000000002,16.076
1979-06,13.487,16.772000000000002
1979-07,14.114,16.992
1979-08,13.833,16.977999999999998
1979-09,12.247,16.45
1979-10,9.586,15.557
1979-11,6.2860000000000005,14.609000000000002
1979-12,4.6,14.182
1980-01,2.9560000000000004,13.812
1980-02,3.652,14.112
1980-03,5.367000000000001,14.646
1980-04,8.934999999999997,15.578
1980-05,11.77,16.314
1980-06,13.582,16.805999999999997
1980-07,14.742,17.171
1980-08,14.189,17.049
1980-09,12.321,16.427
1980-10,9.55,15.45
1980-11,6.684,14.645
1980-12,4.016,13.892
1981-01,3.785,13.963
1981-02,4.021,14.073
1981-03,6.239,14.769
1981-04,8.953,15.432
1981-05,11.565,16.198
1981-06,13.765,16.932000000000002
1981-07,14.738,17.217
1981-08,14.502,17.123
1981-09,12.236,16.465999999999998
1981-10,9.394,15.453
1981-11,6.273,14.47
1981-12,4.519,14.098
1982-01,2.5580000000000003,13.587
1982-02,3.281,13.852
1982-03,4.873,14.337
1982-04,8.465,15.33
1982-05,11.348,16.144000000000002
1982-06,13.245,16.625
1982-07,14.545,17.0
1982-08,13.796,16.867
1982-09,12.039,16.354
1982-10,9.232,15.493
1982-11,5.961,14.446
1982-12,4.327,14.068
1983-01,3.4450000000000003,13.979
1983-02,3.814,14.169
1983-03,5.699,14.683
1983-04,8.693,15.468
1983-05,11.729,16.34
1983-06,13.478,16.785999999999998
1983-07,14.408,17.067999999999998
1983-08,14.302,17.145
1983-09,12.698,16.573
1983-10,9.478,15.498
1983-11,6.7650000000000015,14.648
1983-12,3.829,13.886
1984-01,2.9410000000000003,13.701
1984-02,3.093,13.878
1984-03,5.671,14.608
1984-04,8.431999999999999,15.37
1984-05,11.976,16.294999999999998
1984-06,13.387,16.668000000000006
1984-07,14.429,16.961000000000002
1984-08,13.984000000000002,16.972
1984-09,12.015,16.385
1984-10,9.378,15.368
1984-11,5.811,14.32
1984-12,3.185,13.604
1985-01,3.01,13.678
1985-02,2.704,13.731
1985-03,5.4510000000000005,14.526
1985-04,8.633,15.356
1985-05,11.425999999999998,16.136
1985-06,13.569,16.713
1985-07,13.973,16.906
1985-08,14.059,17.012999999999998
1985-09,11.98,16.357
1985-10,9.338,15.476
1985-11,5.968,14.388
1985-12,3.785,13.808
1986-01,3.315,13.724
1986-02,3.991,14.084
1986-03,5.755,14.608
1986-04,8.870999999999997,15.452
1986-05,11.581,16.163
1986-06,13.439,16.695999999999998
1986-07,14.293,16.991
1986-08,13.972,16.938
1986-09,11.816999999999998,16.285
1986-10,9.299,15.455
1986-11,5.9190000000000005,14.407
1986-12,3.751,13.805
1987-01,3.139,13.758
1987-02,4.134,14.161
1987-03,5.245,14.538
1987-04,8.594999999999999,15.447
1987-05,11.525,16.252
1987-06,13.927,16.900000000000002
1987-07,14.89,17.296
1987-08,13.896,17.061
1987-09,12.447,16.569000000000003
1987-10,9.59,15.621
1987-11,6.056,14.561
1987-12,4.489,14.13
1988-01,3.454,13.978
1988-02,3.422,14.064
1988-03,5.931,14.778
1988-04,8.991999999999997,15.593
1988-05,11.852,16.348
1988-06,14.099,16.976000000000006
1988-07,14.798,17.179000000000002
1988-08,14.553,17.173000000000002
1988-09,12.681,16.553
1988-10,9.979,15.639
1988-11,6.295,14.465
1988-12,4.363,13.923
1989-01,2.71,13.566
1989-02,3.627,13.978000000000002
1989-03,5.792000000000001,14.607
1989-04,8.689,15.422
1989-05,11.28,16.121
1989-06,13.447,16.725
1989-07,14.612,17.150000000000002
1989-08,14.135,17.051000000000002
1989-09,12.403,16.5
1989-10,9.76,15.597
1989-11,6.178999999999999,14.524
1989-12,4.43,14.058
1990-01,3.2430000000000003,13.890999999999998
1990-02,3.643,14.143
1990-03,6.73,15.005
1990-04,9.169,15.683
1990-05,11.831,16.397000000000002
1990-06,13.893,16.995
1990-07,14.784,17.246000000000002
1990-08,14.095,17.11
1990-09,12.195,16.465
1990-10,9.882,15.747
1990-11,6.92,14.77
1990-12,4.425,14.1
1991-01,3.1950000000000003,13.859000000000002
1991-02,4.0440000000000005,14.201
1991-03,5.574,14.689
1991-04,9.226,15.716
1991-05,11.616,16.37
1991-06,14.263,17.052
1991-07,14.987,17.348
1991-08,14.319,17.163
1991-09,12.677,16.572
1991-10,9.753,15.619000000000002
1991-11,6.44,14.607
1991-12,4.059,13.98
1992-01,3.579,13.961
1992-02,3.931,14.181
1992-03,5.952000000000001,14.771
1992-04,8.572000000000001,15.51
1992-05,11.534999999999998,16.319000000000003
1992-06,13.576,16.886000000000006
1992-07,14.139,17.000999999999998
1992-08,13.765999999999998,16.900000000000002
1992-09,11.672,16.243
1992-10,9.353,15.419
1992-11,5.888999999999999,14.343
1992-12,4.075,13.902
1993-01,3.301,13.896
1993-02,3.745,14.085
1993-03,5.922999999999999,14.725
1993-04,8.69,15.482
1993-05,11.475,16.230999999999998
1993-06,13.518,16.859
1993-07,14.595,17.155
1993-08,13.835,16.926000000000002
1993-09,11.93,16.381
1993-10,9.614,15.543
1993-11,5.738,14.41
1993-12,4.035,13.904000000000002
1994-01,3.024,13.731
1994-02,2.81,13.773
1994-03,5.731,14.713
1994-04,9.018,15.584
1994-05,11.684,16.348
1994-06,14.144,17.021
1994-07,14.658,17.183
1994-08,13.977,17.035999999999998
1994-09,12.515999999999998,16.498
1994-10,10.002,15.743
1994-11,6.787999999999999,14.754
1994-12,4.113,14.036
1995-01,3.54,13.945
1995-02,4.656000000000001,14.388
1995-03,5.956,14.783
1995-04,8.972000000000001,15.587
1995-05,11.57,16.279
1995-06,14.164,17.008000000000006
1995-07,15.116,17.375
1995-08,14.636,17.297
1995-09,12.565,16.580000000000002
1995-10,10.106,15.748
1995-11,6.761,14.713
1995-12,4.123,13.951
1996-01,2.862,13.720999999999998
1996-02,4.0120000000000005,14.207
1996-03,5.524,14.658
1996-04,8.679,15.541
1996-05,11.588,16.272000000000002
1996-06,13.681,16.847
1996-07,14.827,17.22
1996-08,14.603,17.21
1996-09,12.294,16.444000000000003
1996-10,9.525,15.515999999999998
1996-11,6.5470000000000015,14.607
1996-12,4.325,14.053
1997-01,3.165,13.818
1997-02,3.766,14.178
1997-03,6.0120000000000005,14.873
1997-04,8.891,15.634
1997-05,11.593,16.387999999999998
1997-06,14.130999999999998,17.158
1997-07,14.565,17.307000000000002
1997-08,14.255999999999998,17.266000000000002
1997-09,12.685,16.766000000000002
1997-10,10.109,15.935
1997-11,6.841,14.952
1997-12,4.417,14.291
1998-01,3.3520000000000003,14.063
1998-02,4.8260000000000005,14.611
1998-03,6.023,14.958
1998-04,9.358,15.884
1998-05,12.291,16.671
1998-06,14.521,17.289
1998-07,15.34,17.609
1998-08,14.874,17.491
1998-09,12.672999999999998,16.657
1998-10,9.941,15.768
1998-11,6.404,14.697
1998-12,4.6690000000000005,14.214
1999-01,3.544,13.933
1999-02,4.694,14.367
1999-03,5.53,14.675999999999998
1999-04,8.838,15.572
1999-05,11.706,16.298
1999-06,14.031,16.957
1999-07,14.853,17.218
1999-08,14.348,17.1
1999-09,12.723,16.605
1999-10,9.997,15.675
1999-11,6.5920000000000005,14.673
1999-12,4.565,14.13
2000-01,2.95,13.773
2000-02,4.184,14.265999999999998
2000-03,6.218999999999999,14.845999999999998
2000-04,9.552,15.762
2000-05,11.874,16.395
2000-06,14.06,17.0
2000-07,14.848,17.242
2000-08,14.519,17.243000000000002
2000-09,12.547,16.613
2000-10,9.486,15.588
2000-11,6.312,14.632
2000-12,3.863,13.968
2001-01,3.3360000000000003,13.936
2001-02,3.72,14.179
2001-03,6.207999999999999,14.982
2001-04,9.245,15.808
2001-05,12.271,16.569000000000003
2001-06,14.11,17.151
2001-07,15.161,17.45
2001-08,14.427,17.294
2001-09,12.736,16.758
2001-10,9.935,15.831
2001-11,7.319,15.011
2001-12,4.507,14.241
2002-01,4.026,14.258
2002-02,4.704,14.505
2002-03,6.772,15.198
2002-04,9.229,15.818
2002-05,12.248,16.605
2002-06,14.084,17.110000000000007
2002-07,15.354,17.487000000000002
2002-08,14.56,17.328
2002-09,12.95,16.799
2002-10,9.988,15.859000000000002
2002-11,6.892,14.856
2002-12,4.038,14.127
2003-01,3.981,14.207
2003-02,4.085,14.359000000000002
2003-03,6.047999999999999,14.973
2003-04,9.154,15.774
2003-05,12.153,16.567
2003-06,14.017,17.104000000000006
2003-07,14.983,17.423000000000002
2003-08,14.691,17.402
2003-09,12.911,16.839000000000002
2003-10,10.424,15.997
2003-11,6.727,14.838
2003-12,5.132999999999999,14.436
2004-01,3.5250000000000004,14.097
2004-02,4.4990000000000006,14.488
2004-03,6.321000000000001,14.992
2004-04,9.249,15.811
2004-05,11.571,16.383
2004-06,13.889,17.006
2004-07,14.312,17.227
2004-08,14.188,17.266000000000002
2004-09,12.642,16.745
2004-10,10.127,15.889
2004-11,7.315,15.022
2004-12,4.257,14.161
2005-01,3.808,14.159
2005-02,3.92,14.293
2005-03,6.5440000000000005,15.106
2005-04,9.618,15.978
2005-05,12.226,16.629
2005-06,14.476,17.248
2005-07,15.19,17.503
2005-08,14.51,17.375
2005-09,13.217,16.903
2005-10,10.601,16.025000000000002
2005-11,7.422999999999999,15.005
2005-12,4.878,14.327
2006-01,3.286,13.99
2006-02,4.43,14.435
2006-03,6.3290000000000015,14.966
2006-04,9.055,15.729
2006-05,11.786,16.463
2006-06,14.443,17.215999999999998
2006-07,15.042,17.419
2006-08,14.913,17.479
2006-09,12.875,16.792
2006-10,10.289,15.935
2006-11,6.955,14.931
2006-12,4.987,14.407
2007-01,4.5790000000000015,14.417
2007-02,4.221,14.408
2007-03,6.485,15.017
2007-04,9.823,15.93
2007-05,12.518,16.629
2007-06,14.309,17.168000000000006
2007-07,15.23,17.485
2007-08,14.752,17.339000000000002
2007-09,12.93,16.737000000000002
2007-10,10.332,15.867
2007-11,7.0840000000000005,14.821
2007-12,4.523,14.11
2008-01,2.8440000000000003,13.719
2008-02,3.576,14.061
2008-03,6.906000000000001,15.077
2008-04,9.295,15.735
2008-05,12.053999999999998,16.497
2008-06,14.145,17.077
2008-07,15.174,17.449
2008-08,14.377,17.282
2008-09,12.802,16.757
2008-10,10.399,15.931
2008-11,7.224,14.919
2008-12,4.385,14.151
2009-01,3.687,14.091
2009-02,4.093999999999999,14.267
2009-03,6.086,14.873
2009-04,9.367,15.819
2009-05,12.111999999999998,16.570999999999998
2009-06,14.201,17.26
2009-07,15.231,17.578
2009-08,14.655,17.427
2009-09,13.153,16.864
2009-10,10.136,15.91
2009-11,7.031000000000001,14.968
2009-12,4.31,14.298
2010-01,3.737,14.207999999999998
2010-02,4.399,14.517
2010-03,6.738,15.223
2010-04,9.671,16.038999999999998
2010-05,12.406,16.732
2010-06,14.421,17.271
2010-07,15.213,17.532
2010-08,14.768,17.412
2010-09,12.863,16.761
2010-10,10.442,15.939
2010-11,7.487,14.995
2010-12,4.292,14.117
2011-01,3.282,13.928
2011-02,3.743,14.193
2011-03,6.101,14.88
2011-04,9.483,15.832
2011-05,11.986,16.523
2011-06,14.37,17.203000000000007
2011-07,15.482,17.567999999999998
2011-08,15.012,17.475
2011-09,12.912,16.762
2011-10,10.352,15.873
2011-11,6.814,14.799
2011-12,4.654999999999999,14.198
2012-01,3.157,13.859000000000002
2012-02,3.628,14.164
2012-03,6.023,14.863
2012-04,9.675999999999998,15.880999999999998
2012-05,12.59,16.698999999999998
2012-06,14.492,17.252000000000002
2012-07,15.076,17.45
2012-08,14.72,17.42
2012-09,13.04,16.882
2012-10,10.428,16.019000000000002
